CardID,CustomerID,CardType,CardNumber,IssuedDate,ExpirationDate
464,4344,Prepaid,676115224518,2021-11-28,2027-11-04
465,4999,Prepaid,4729223373275,2020-06-13,2029-10-23
466,4393,Debit,6539475379752885,2022-02-26,2028-07-09
467,4440,Prepaid,4698006125428790246,2020-08-21,2029-05-30
468,2536,Debit,630409324591,2023-01-29,2029-08-18
469,2257,Debit,30248687335975,2024-10-27,2027-10-07
470,4314,Prepaid,4337905656796279,2023-05-07,2028-01-26
471,3740,Debit,4755370933479525,2022-09-05,2026-11-26
472,4247,Debit,2351356845242848,2020-07-02,2028-06-06
473,1558,Debit,4166948803783,2023-06-04,2027-12-10
474,1253,Prepaid,6521290452464518,2021-04-16,2028-08-24
475,3116,Prepaid,4106033523878219,2024-07-16,2026-06-13
476,585,Debit,348203662664946,2022-02-23,2028-04-21
477,2469,Credit,342072166471942,2024-01-12,2028-12-16
478,3661,Credit,3561444563540306,2020-07-09,2028-05-23
479,469,Debit,639039478685,2021-05-22,2027-12-08
480,381,Prepaid,3545848124282938,2023-12-26,2026-12-01
481,4234,Prepaid,378601141983410,2020-09-13,2028-05-02
482,3265,Credit,676348835361,2021-03-25,2028-11-04
483,3579,Prepaid,4755228531443,2021-04-02,2026-06-07
484,4834,Debit,588041405170,2023-08-19,2029-10-24
485,3361,Prepaid,213134795504851,2022-03-07,2026-06-26
486,3394,Credit,30483341768366,2024-05-16,2027-11-03
487,2587,Credit,6011152362459722,2020-08-26,2028-03-22
488,1142,Credit,2538894910780850,2022-01-13,2028-11-28
489,1714,Credit,502081365848,2024-10-19,2027-12-22
490,1903,Credit,3586964606700063,2024-05-01,2030-03-15
491,1055,Debit,2274043474314122,2021-03-30,2026-12-07
492,393,Credit,6011448278533935,2022-01-22,2029-12-04
493,4671,Debit,30230292751416,2020-08-30,2029-12-23
494,3435,Credit,180092027242501,2021-05-12,2029-08-08
495,4488,Credit,5162866886495388,2025-04-23,2027-08-24
496,1491,Credit,584461907050,2022-10-05,2027-05-17
497,3656,Debit,4524013073227748,2023-05-11,2026-11-25
498,2581,Debit,348024232057647,2024-07-15,2028-12-04
499,3855,Credit,4519053131582,2020-11-28,2027-09-07
500,667,Credit,6508260934207105,2024-11-30,2027-08-06
501,39,Credit,4508005697967667,2022-06-11,2026-09-27
502,1832,Prepaid,2517857104032052,2023-01-29,2029-12-05
503,406,Credit,376482567440835,2021-12-31,2028-01-12
504,2227,Prepaid,4217683435834,2020-08-27,2029-11-26
505,2673,Debit,213159274559274,2022-06-03,2027-07-30
506,2206,Prepaid,2708400459288901,2022-10-22,2028-10-09
507,1020,Prepaid,3582424263939839,2024-09-14,2026-07-16
508,1509,Prepaid,180091714974772,2024-04-22,2029-08-21
509,4395,Prepaid,4545309000855188,2023-08-29,2026-09-27
510,718,Credit,4740052414984904,2023-08-15,2027-12-12
511,913,Credit,3566549912893019,2023-02-09,2027-05-07
512,966,Prepaid,376893328109727,2025-02-13,2028-07-17
513,3333,Prepaid,4709726263777123067,2023-11-25,2030-03-28
514,2125,Prepaid,6535307695003814,2024-10-06,2028-07-05
515,3612,Credit,5343673994078854,2024-12-20,2029-01-03
516,4522,Credit,4807740580419156,2020-05-15,2027-09-13
517,4639,Debit,3589065708120015,2020-06-28,2030-02-17
518,735,Debit,4699910950230050,2021-07-14,2029-07-08
519,622,Prepaid,4650282920469,2024-03-16,2029-04-05
520,3691,Prepaid,213157068067009,2024-01-03,2028-10-30
521,4980,Credit,4020006546707444162,2020-12-17,2028-09-20
522,2854,Prepaid,3561712250346199,2022-07-11,2030-03-09
523,2997,Debit,4439423019335375585,2021-05-19,2028-07-13
524,4174,Prepaid,340478466072623,2021-03-24,2026-07-06
525,1338,Prepaid,376186413764062,2022-10-01,2028-08-11
526,653,Debit,2266212409149180,2024-05-10,2027-03-18
527,209,Debit,346951373950192,2024-04-09,2028-10-19
528,3542,Debit,346627849346211,2022-02-23,2027-12-19
529,1309,Credit,4273796487265386,2024-04-17,2027-09-22
530,3804,Credit,4165533613029,2023-10-08,2026-06-09
531,289,Credit,2289894057896056,2024-09-06,2028-05-23
532,2777,Debit,503896059170,2023-04-18,2028-12-03
533,4288,Debit,3534948795596138,2024-04-29,2029-07-23
534,2527,Debit,6011870247024144,2022-01-20,2029-07-03
535,3926,Debit,6519866657202128,2024-06-02,2028-12-10
536,4770,Debit,3515965800822526,2022-10-01,2028-09-05
537,364,Credit,6586715542447174,2020-12-22,2029-02-20
538,4930,Prepaid,5594641760792160,2025-04-27,2028-10-25
539,1531,Debit,213108758184174,2022-05-08,2028-12-23
540,2669,Prepaid,376300617682083,2021-04-29,2030-04-09
541,323,Prepaid,4120600369807,2025-03-14,2027-08-06
542,2517,Debit,570456949801,2024-03-28,2027-11-29
543,1290,Prepaid,342080878172294,2022-10-12,2028-04-03
544,2945,Credit,568216189270,2024-09-29,2027-01-06
545,914,Debit,6500046280712014,2020-09-09,2026-10-06
546,845,Prepaid,213166508536150,2024-08-24,2027-12-30
547,1381,Debit,36867121325658,2024-07-18,2027-10-06
548,4095,Debit,578785470969,2024-07-13,2030-02-09
549,1750,Credit,4186969024653630,2023-09-13,2027-04-18
550,3287,Credit,5300937030935927,2024-02-03,2030-03-18
551,3239,Prepaid,6511603211981451,2024-12-13,2029-12-02
552,2338,Prepaid,30191386585823,2023-05-03,2026-07-04
553,1933,Credit,4948207394768327,2022-06-01,2029-04-02
554,4517,Credit,2720212411570555,2023-12-09,2028-09-29
555,4990,Prepaid,30187041936013,2021-03-06,2026-10-17
556,569,Prepaid,3566779751941278,2020-12-24,2027-09-13
557,4510,Debit,4266260862241,2025-04-24,2028-03-28
558,3332,Credit,30555355257913,2024-08-24,2028-08-13
559,3574,Prepaid,4740665243176614,2021-05-16,2027-04-07
560,220,Credit,3509527281423477,2021-12-04,2028-12-08
561,1845,Debit,4999838649145952124,2024-10-14,2027-11-10
562,4791,Credit,4940823034996242449,2021-10-12,2030-04-27
563,3234,Debit,4145241952918058,2022-06-24,2028-07-19
564,1,Prepaid,2270707716864128,2023-06-29,2027-10-23
565,1157,Credit,2237886958933858,2021-06-19,2028-06-29
566,1361,Prepaid,676386430166,2023-03-08,2027-05-09
567,280,Prepaid,3516794751067009,2021-07-09,2029-07-28
568,4958,Debit,3547875116061127,2023-11-14,2027-08-01
569,3129,Prepaid,3561565398580206,2021-10-22,2028-06-27
570,3814,Prepaid,2288879591131863,2023-10-06,2027-03-13
571,451,Debit,6011868184953424,2022-07-15,2027-01-31
572,2063,Prepaid,4953768110300994,2021-08-01,2029-11-06
573,408,Debit,344146966920445,2020-06-02,2028-07-07
574,2209,Prepaid,3536596783477114,2021-11-12,2029-12-03
575,1734,Debit,6552145241062332,2022-12-16,2027-01-14
576,2238,Credit,4066232091378,2023-01-26,2027-12-21
577,4245,Prepaid,4891935567185880,2024-01-04,2027-03-14
578,539,Prepaid,4943769699668,2025-02-05,2027-08-27
579,2763,Prepaid,38640440266459,2022-05-04,2026-12-17
580,4538,Credit,6521608220891508,2024-06-30,2028-03-18
581,4852,Debit,5511563886683257,2020-08-26,2029-10-03
582,2977,Prepaid,4353541518709306,2024-07-07,2029-11-03
583,1031,Debit,3564888211150271,2022-10-13,2028-12-19
584,2661,Debit,4771286484451395985,2022-10-28,2027-02-15
585,3058,Debit,4868123249001,2020-06-14,2026-10-23
586,3355,Credit,4747161445283370264,2023-09-10,2028-10-21
587,626,Debit,345634332992924,2020-09-14,2029-11-06
588,1231,Prepaid,30433701099423,2020-05-19,2030-01-30
589,602,Prepaid,4663324458975541,2025-01-20,2029-08-19
590,2885,Prepaid,4062917585138917552,2022-11-05,2026-08-09
591,2495,Debit,6011538377578219,2022-08-24,2027-11-21
592,1864,Prepaid,4526156411658146,2022-07-31,2027-08-03
593,3051,Debit,30551237863317,2022-09-29,2029-10-31
594,2199,Debit,4213982823579674054,2020-10-09,2030-02-11
595,1289,Debit,4967020569402,2023-01-14,2030-03-17
596,3318,Prepaid,4472622304560883,2024-08-15,2027-07-08
597,1397,Debit,4645212681062083,2021-08-11,2029-09-06
598,2719,Debit,38015636446977,2024-07-25,2028-08-18
599,4186,Debit,4033882865547339,2021-08-10,2028-09-28
600,1721,Prepaid,3524585379663009,2023-11-19,2030-01-28
601,4283,Debit,2715098741186098,2021-03-23,2028-09-06
602,1972,Debit,4873738125810,2023-12-08,2029-12-28
603,2716,Debit,4890739446224121,2024-06-09,2028-08-22
604,2746,Debit,180037729180467,2024-07-13,2026-12-13
605,274,Debit,4873423599412434,2020-09-13,2028-03-23
606,329,Prepaid,503879764069,2021-12-19,2027-09-16
607,3506,Debit,4031658210258,2022-11-21,2029-03-12
608,2449,Prepaid,3527636875737743,2025-03-15,2028-01-11
609,3159,Prepaid,376187472828095,2023-07-06,2029-01-31
610,4979,Credit,4464218912384780,2023-01-12,2027-01-26
611,3716,Credit,4431519341959807,2021-04-27,2028-12-27
612,443,Debit,676366217989,2020-09-03,2028-10-16
613,4027,Prepaid,6011660795802979,2022-04-21,2027-10-05
614,4936,Credit,180032866366409,2025-02-28,2026-06-11
615,4970,Debit,3531476273590640,2021-03-02,2027-05-23
616,2009,Debit,4471082612200,2024-03-08,2030-03-12
617,2785,Debit,4534396248782746714,2021-07-21,2030-02-10
618,522,Prepaid,4028058221783747,2022-04-25,2029-04-10
619,2625,Credit,502024713062,2020-11-22,2027-07-23
620,2935,Credit,2720232089063576,2023-07-30,2029-08-26
621,4688,Prepaid,3565915912458692,2021-07-05,2028-02-09
622,4100,Credit,3539445404411770,2022-01-19,2028-04-10
623,4013,Credit,4853718021022402,2022-10-16,2027-06-15
624,936,Credit,4501217782682,2021-10-08,2030-02-03
625,2306,Credit,4717323261334306,2022-05-27,2026-11-16
626,1033,Prepaid,3511433055357668,2023-06-05,2027-07-18
627,1336,Credit,4238112121288094577,2021-05-20,2026-09-02
628,1715,Debit,4493456141053,2024-11-18,2029-03-16
629,722,Debit,6545431608654691,2025-01-15,2029-04-04
630,1062,Prepaid,2507016005268529,2024-07-13,2026-10-23
631,3909,Debit,213130808446072,2023-10-16,2027-08-10
632,4899,Credit,675978705308,2023-05-15,2027-08-06
633,459,Credit,2235612394219732,2024-10-31,2027-04-29
634,4079,Credit,3571669418789090,2022-02-02,2028-01-07
635,11,Debit,3590977290922011,2024-11-25,2029-01-01
636,1130,Debit,3522241901779861,2024-05-29,2029-07-10
637,3292,Credit,676245332769,2023-10-26,2027-12-09
638,349,Debit,213154600115214,2022-03-24,2026-10-29
639,1566,Debit,2448924344335697,2024-02-08,2029-03-02
640,584,Prepaid,3562047246955095,2022-03-05,2027-02-28
641,4213,Prepaid,180036502205509,2024-10-08,2029-06-16
642,2660,Debit,4233662182198,2024-09-16,2029-12-25
643,2043,Prepaid,4450720345720,2024-03-23,2030-02-09
644,3376,Credit,676336096463,2020-12-07,2030-04-30
645,1850,Credit,4833374892416722,2024-02-10,2029-06-09
646,4837,Credit,4067480570965311950,2023-02-17,2026-12-01
647,3357,Debit,213189706965542,2023-05-07,2028-04-14
648,3998,Debit,4508422788632664,2025-04-10,2029-05-04
649,2112,Credit,30164837955689,2021-04-23,2027-04-17
650,3298,Debit,2228144233308574,2022-04-23,2029-12-11
651,1601,Credit,4689751566469300153,2023-01-26,2029-05-31
652,1355,Credit,30353730613632,2024-07-28,2027-02-27
653,4231,Debit,6011245746401269,2023-02-09,2026-12-26
654,294,Prepaid,4225011644053017,2024-06-23,2027-04-23
655,572,Debit,4410137548359484897,2022-04-13,2029-07-28
656,2174,Prepaid,345334793963460,2024-04-21,2027-04-01
657,2293,Debit,180009675464252,2024-07-11,2027-04-13
658,328,Credit,180086702952483,2024-04-14,2030-03-09
659,4296,Debit,341248933948260,2023-08-12,2026-06-11
660,3571,Credit,2251507983413028,2022-07-19,2029-09-19
661,501,Debit,4056622027227901633,2025-04-23,2029-04-04
662,3904,Debit,4602519384720,2021-07-06,2029-07-18
663,590,Credit,374634685163085,2021-01-02,2027-11-09
664,2329,Credit,38870987375450,2023-04-19,2027-02-14
665,3752,Debit,180012174214301,2023-01-30,2029-08-18
666,1847,Credit,213193676437995,2020-10-05,2026-05-23
667,3844,Debit,4657618162725706,2021-04-09,2028-05-02
668,732,Prepaid,4193775491075467,2024-05-26,2029-01-22
669,1614,Prepaid,373213399467222,2022-12-14,2028-08-18
670,2510,Prepaid,180037120962521,2023-12-28,2027-03-01
671,4529,Credit,4582473206706589,2024-02-13,2027-11-13
672,1596,Debit,3598709599555925,2021-04-30,2030-04-27
673,3104,Credit,340337832775071,2021-04-01,2026-09-25
674,296,Credit,3528989737777699,2023-03-25,2027-04-25
675,1627,Debit,342513685953811,2024-06-17,2030-01-25
676,3687,Prepaid,213131163829019,2024-12-17,2027-01-07
677,1236,Prepaid,30579926683530,2024-08-15,2029-10-26
678,3406,Credit,585077956092,2023-06-08,2028-05-26
679,2007,Credit,6011430227025643,2021-10-21,2029-12-10
680,1851,Debit,6571501727734223,2025-04-18,2027-11-24
681,1344,Prepaid,2226331608930353,2024-03-09,2029-04-02
682,3554,Prepaid,6011656429411153,2020-09-07,2028-12-21
683,1327,Debit,4349548243773983,2024-03-16,2026-06-28
684,185,Credit,30194783919470,2023-03-02,2027-10-08
685,1979,Debit,6514198823598063,2020-07-31,2029-02-14
686,2386,Debit,6011593177668140,2021-07-03,2030-05-01
687,3478,Prepaid,4096510465104946,2021-09-10,2029-01-30
688,186,Credit,344081014777697,2025-04-25,2030-03-13
689,4089,Debit,4178505507121315398,2024-09-01,2027-01-08
690,403,Credit,3554415178633180,2021-08-06,2027-10-22
691,2788,Credit,2234726353279924,2022-06-24,2026-05-29
692,4047,Credit,630454263561,2021-05-15,2028-01-14
693,2717,Credit,6537826687153129,2021-11-27,2030-05-02
694,2436,Prepaid,180081445230339,2025-02-28,2030-05-08
695,1657,Credit,180041820998298,2025-01-13,2028-02-14
696,1091,Credit,5221702278181766,2022-07-26,2030-05-09
697,4817,Credit,3533569512313291,2023-02-07,2028-06-12
698,2942,Debit,4436869078898032,2022-12-30,2030-01-21
699,1131,Prepaid,4916247786252462,2020-06-22,2029-12-11
700,4480,Prepaid,213162423664318,2024-04-11,2027-03-29
701,3358,Prepaid,4974352037732758204,2024-03-17,2028-08-11
702,3892,Credit,4951035639849204,2023-10-20,2028-06-12
703,1576,Debit,4208406821530368,2025-05-09,2030-01-12
704,4427,Debit,3527928386953202,2025-04-20,2027-03-10
705,3475,Debit,4528022197856239,2021-07-17,2028-07-22
706,943,Debit,180009971871176,2024-12-18,2026-09-03
707,3851,Prepaid,4231715035748074,2022-04-10,2029-03-16
708,2613,Debit,5438243552789296,2020-09-09,2026-07-03
709,1666,Debit,4451899106927,2021-06-06,2029-09-02
710,2039,Prepaid,568486105576,2021-05-02,2027-07-31
711,1843,Prepaid,3559458432963642,2021-10-10,2027-07-08
712,3690,Debit,4848728351014,2022-02-02,2026-10-14
713,4732,Prepaid,4749262850244306,2025-04-03,2028-02-16
714,1282,Credit,2548690533031863,2025-02-17,2026-08-02
715,673,Credit,4508573857954836811,2022-09-06,2029-04-06
716,4201,Prepaid,3531950395069014,2021-08-18,2029-09-23
717,3003,Prepaid,213150823503608,2020-06-05,2027-03-24
718,2083,Debit,36810481201036,2022-11-04,2028-11-13
719,246,Credit,4726858208008249,2022-01-30,2028-12-09
720,455,Credit,4754206155295325,2022-01-24,2029-12-26
721,1559,Prepaid,579285352848,2022-05-12,2030-03-03
722,2089,Debit,30434847256505,2024-03-28,2027-01-03
723,1176,Prepaid,341915318612329,2021-07-04,2030-04-11
724,1314,Debit,180017249393980,2021-08-14,2029-02-06
725,1633,Prepaid,3593621246359533,2023-09-24,2028-03-30
726,160,Credit,349170457842087,2024-01-30,2027-01-08
727,2016,Prepaid,38474701870571,2020-10-01,2030-05-10
728,262,Prepaid,4988718723388877,2023-12-24,2029-10-20
729,3224,Debit,4877963052117679,2022-04-14,2027-12-11
730,4803,Debit,4558882801129333784,2024-09-07,2028-02-28
731,4641,Prepaid,30125344356984,2023-03-26,2029-03-05
732,794,Prepaid,2404050768077151,2023-02-10,2030-04-18
733,3302,Credit,676151965297,2020-05-11,2026-06-01
734,239,Credit,2720794207594196,2021-01-25,2026-07-21
735,1403,Prepaid,3562161599981945,2024-12-30,2026-10-05
736,4544,Prepaid,4264849160963866939,2023-09-24,2027-12-06
737,4661,Prepaid,6011104330162631,2022-04-26,2027-10-12
738,778,Debit,5231307363043034,2025-04-18,2029-08-01
739,1001,Debit,6011751402477162,2023-03-09,2027-01-29
740,1840,Prepaid,630472279078,2023-05-01,2027-06-11
741,3507,Debit,6540225933391093,2023-01-12,2029-06-17
742,2308,Debit,180017047576695,2020-11-11,2028-03-11
743,4815,Debit,3548494604879930,2021-02-06,2029-06-30
744,1067,Credit,374553307744470,2025-04-30,2026-06-12
745,2575,Prepaid,4863658054626422,2023-07-25,2026-07-27
746,1862,Debit,4548209373750271607,2022-10-11,2030-04-06
747,1034,Prepaid,2708610250222111,2021-12-20,2026-06-20
748,2466,Credit,36021845087067,2022-03-01,2028-10-27
749,3829,Credit,6529219111046657,2025-03-06,2027-08-28
750,3941,Prepaid,38602379851149,2024-11-21,2027-01-15
751,4228,Prepaid,4172089072823062,2022-03-15,2028-08-25
752,2632,Credit,3527630083126237,2025-04-06,2027-08-07
753,4975,Prepaid,180039118058734,2020-06-06,2027-02-22
754,3304,Credit,4196497909383400813,2022-05-06,2026-06-13
755,3128,Debit,4300962814593056252,2024-03-26,2029-01-16
756,1731,Prepaid,341939773311169,2025-05-01,2029-10-21
757,4734,Credit,4859286547281,2024-01-28,2029-06-29
758,1147,Debit,2585258080136750,2024-10-17,2030-04-08
759,89,Credit,343682012331204,2025-01-03,2029-11-22
760,3835,Prepaid,4322906534395,2023-06-26,2026-07-16
761,4403,Prepaid,30093006837487,2023-07-16,2029-04-30
762,3923,Debit,4905108970789019727,2022-10-09,2030-04-28
763,3047,Prepaid,6534216462620067,2022-06-22,2027-07-13
764,477,Debit,213195534205571,2022-11-01,2027-05-30
765,460,Prepaid,30150922281719,2024-01-17,2026-07-18
766,3047,Credit,213158533596762,2022-02-17,2026-06-30
767,677,Debit,30328741494982,2024-12-27,2028-05-03
768,3712,Debit,30396191819289,2023-04-13,2026-05-30
769,434,Prepaid,373720351327152,2020-10-24,2027-12-14
770,1313,Credit,180089991933560,2020-11-06,2029-02-02
771,1054,Debit,675945461449,2023-12-03,2027-02-26
772,2902,Prepaid,4306599855072819,2020-10-02,2028-05-17
773,1445,Credit,675928885754,2023-11-09,2026-10-09
774,2694,Prepaid,4117693110240169,2020-12-20,2026-11-24
775,2767,Debit,5242799384402065,2025-05-05,2026-09-24
776,2962,Debit,4987778090801929,2024-09-09,2026-10-05
777,2112,Credit,213103493581313,2023-03-14,2027-05-28
778,1093,Debit,5385556619875565,2023-06-19,2028-01-09
779,3311,Credit,6011637892980387,2020-09-24,2027-09-03
780,2539,Credit,346951633496812,2021-03-18,2028-07-08
781,2374,Debit,5159960234493610,2020-07-16,2027-01-02
782,2994,Credit,3575120516740276,2023-08-15,2028-02-18
783,4270,Credit,6592560955761998,2024-07-05,2028-09-08
784,1461,Prepaid,4015100354215319389,2023-10-12,2028-12-18
785,4436,Credit,6011437732903842,2023-01-29,2029-11-23
786,974,Credit,60499272411,2020-11-25,2030-05-09
787,1493,Debit,4938907144502,2023-12-04,2029-11-14
788,2072,Prepaid,213184532244295,2024-12-09,2028-12-30
789,770,Prepaid,30098952147526,2024-08-27,2028-01-25
790,562,Debit,3568138836239794,2020-11-09,2030-01-09
791,1440,Prepaid,4278822024001386725,2022-09-30,2028-06-07
792,1286,Prepaid,180005683751698,2021-05-13,2027-01-20
793,1596,Prepaid,3557086458264637,2024-12-12,2027-11-23
794,2523,Debit,570895772095,2021-10-28,2029-06-04
795,1870,Credit,2237768803557662,2024-03-29,2027-11-24
796,300,Debit,4595177501822505,2023-08-30,2029-02-04
797,4605,Debit,343272848703493,2022-05-21,2029-02-09
798,1367,Credit,2294083678956464,2022-05-23,2030-04-04
799,3068,Prepaid,3588858860799290,2023-04-15,2027-08-10
800,1016,Debit,213159985228458,2024-07-02,2029-04-16
801,3138,Debit,3592997399732598,2020-11-28,2027-03-05
802,618,Prepaid,3527328504854301,2021-05-07,2030-01-15
803,4926,Prepaid,4104692604149,2025-03-10,2027-10-28
804,640,Credit,378467847094823,2021-03-02,2027-11-03
805,3631,Credit,4021161241882,2023-02-19,2029-10-23
806,4148,Debit,3540213727474694,2021-09-07,2028-11-16
807,2668,Debit,4026900219701,2022-04-23,2026-09-20
808,169,Debit,581307123223,2021-04-20,2028-09-22
809,1687,Debit,4406276360174,2024-05-27,2029-07-16
810,1631,Prepaid,3512992505456486,2023-01-19,2027-11-18
811,2451,Credit,213151097206266,2023-04-01,2026-10-20
812,578,Credit,6011585957739778,2024-03-22,2029-11-07
813,3898,Debit,6534860426867015,2024-09-02,2029-06-08
814,3034,Credit,5182304321102191,2020-06-28,2027-02-04
815,3656,Prepaid,3536381424803089,2022-09-17,2027-10-31
816,3488,Debit,4005981732240047,2021-04-23,2026-08-30
817,1759,Debit,6011917243215224,2023-01-16,2030-05-09
818,2547,Prepaid,348225065374799,2022-06-11,2030-05-02
